Date,Package,Title
8/7/18,rplotengine,R as a Plotting Engine
8/7/18,tsallisqexp,Tsallis q-Exp Distribution
8/6/18,MatrixLDA,Penalized Matrix-Normal Linear Discriminant Analysis
8/6/18,nseval,A Clean API for Lazy and Non-Standard Evaluation
8/6/18,PhySortR,"A Fast, Flexible Tool for Sorting Phylogenetic Trees"
8/6/18,timeseriesdb,Manage Time Series for Official Statistics with R and PostgreSQL
8/6/18,vars,VAR Modelling
8/4/18,kendallRandomWalks,Simulate and Visualize Kendall Random Walks and Related Distributions
8/3/18,hwwntest,Tests of White Noise using Wavelets
8/3/18,NPMLEcmprsk,Type-Specific Failure Rate and Hazard Rate on Competing Risks Data
8/3/18,rare,Linear Model with Tree-Based Lasso Regularization for Rare Features
8/3/18,Tides,Quasi-Periodic Time Series Characteristics
8/3/18,TOSTER,Two One-Sided Tests (TOST) Equivalence Testing
8/2/18,ADMMsigma,Penalized Precision Matrix Estimation via ADMM
8/2/18,cromwellDashboard,A Dashboard to Visualize Scientific Workflows in 'Cromwell'
8/2/18,disto,"Unified Interface to Distance, Dissimilarity, Similarity Matrices"
8/2/18,GFE,Gross Flows Estimation under Complex Surveys
8/2/18,HCT,Calculates Significance Criteria and Power for a Single Arm Trial
8/2/18,LncFinder,LncRNA Identification and Analysis Using Heterologous Features
8/2/18,readmnist,Read MNIST Dataset
8/2/18,rmi,Mutual Information Estimators
8/2/18,rolocISCCNBS,A Colour List and Colour Metric Based on the ISCC-NBS System of Color Designation
8/2/18,SparseMDC,Implementation of SparseMDC Algorithm
8/1/18,ARIbrain,All-Resolution Inference
8/1/18,CANSIM2R,Directly Extracts Complete CANSIM Data Tables
8/1/18,colourvision,Colour Vision Models
8/1/18,csvy,Import and Export CSV Data with a YAML Metadata Header
8/1/18,ICcalib,Cox Model with Interval-Censored Starting Time of a Covariate
8/1/18,mvctm,Multivariate Variance Components Tests for Multilevel Data
8/1/18,netregR,Regression of Network Responses
7/31/18,adaptMT,Adaptive P-Value Thresholding for Multiple Hypothesis Testing with Side Information
7/31/18,BDP2,Bayesian Adaptive Designs for Phase II Trials with Binary Endpoint
7/31/18,beezdemand,Behavioral Economic Easy Demand
7/31/18,dhh,A Heavy-Headed Distribution
7/31/18,flifo,Don't Get Stuck with Stacks in R
7/31/18,uniformly,Uniform Sampling
7/30/18,cregg,"Simple Conjoint Tidying, Analysis, and Visualization"
7/30/18,CrossClustering,A Partial Clustering Algorithm
7/30/18,cytofan,Plot Fan Plots for Cytometry Data using 'ggplot2'
7/30/18,dcmodify,Modify Data Using Externally Defined Modification Rules
7/30/18,debugr,Debug Tool to Watch Objects/Expressions While Running an R Script
7/30/18,dotCall64,Enhanced Foreign Function Interface Supporting Long Vectors
7/30/18,draw,Wrapper Functions for Producing Graphics
7/30/18,glassoFast,Fast Graphical LASSO
7/30/18,gren,Adaptive Group-Regularized Logistic Elastic Net Regression
7/30/18,growthcurver,Simple Metrics to Summarize Growth Curves
7/30/18,IntClust,Integration of Multiple Data Sets with Clustering Techniques
7/30/18,logitnorm,Functions for the Logitnormal Distribution
7/30/18,MultipleBubbles,Test and Detection of Explosive Behaviors for Time Series
7/30/18,poolVIM,Gene-Based Association Tests using the Actual Impurity Reduction (AIR) Variable Importance
7/30/18,QuClu,Quantile-Based Clustering Algorithms
7/30/18,roloc,Convert Colour Specification to Colour Name
7/30/18,Rspc,Nelson Rules for Control Charts
7/30/18,ruin,Simulation of Various Risk Processes
7/30/18,stinepack,"Stineman, a Consistently Well Behaved Method of Interpolation"
7/30/18,syt,Standard Young Tableaux
7/29/18,copulaedas,Estimation of Distribution Algorithms Based on Copulas
7/29/18,RcppCNPy,Read-Write Support for 'NumPy' Files via 'Rcpp'
7/29/18,sylly,Hyphenation and Syllable Counting for Text Analysis
7/29/18,tensorA,Advanced Tensor Arithmetic with Named Indices
7/28/18,catR,Generation of IRT Response Patterns under Computerized Adaptive Testing
7/28/18,Hapi,Inference of Chromosome-Length Haplotypes Using Genomic Data of Single Gamete Cells
7/28/18,RanglaPunjab,Displays Palette of 5 Colors
7/28/18,SurvTrunc,Analysis of Doubly Truncated Data
7/28/18,woeBinning,Supervised Weight of Evidence Binning of Numeric Variables and Factors
7/27/18,BinQuasi,Analyzing Replicated ChIP Sequencing Data Using Quasi-Likelihood
7/27/18,CSeqpat,Frequent Contiguous Sequential Pattern Mining of Text
7/27/18,funLBM,Model-Based Co-Clustering of Functional Data
7/27/18,MMDvariance,Detecting Differentially Variable Genes Using the Mixture of Marginal Distributions
7/27/18,RPS,Resistant Procrustes Superimposition
7/27/18,RSentiment,Analyse Sentiment of English Sentences
7/27/18,UnitCircle,Check if Roots of a Polynomial Lie Outside the Unit Circle
7/26/18,basicTrendline,Add Trendline and Confidence Interval of Basic Regression Models to Plot
7/26/18,CEC,Cross-Entropy Clustering
7/26/18,clusterCrit,Clustering Indices
7/26/18,conjoint,An Implementation of Conjoint Analysis Method
7/26/18,dnr,Simulate Dynamic Networks using Exponential Random Graph Models (ERGM) Family
7/26/18,INLABMA,Bayesian Model Averaging with INLA
7/26/18,lspls,LS-PLS Models
7/26/18,NeuralNetTools,Visualization and Analysis Tools for Neural Networks
7/26/18,numOSL,Numeric Routines for Optically Stimulated Luminescence Dating
7/26/18,penalizedSVM,Feature Selection SVM using Penalty Functions
7/26/18,prozor,Minimal Protein Set Explaining Peptide Spectrum Matches
7/26/18,reconstructr,Session Reconstruction and Analysis
7/26/18,stepp,Subpopulation Treatment Effect Pattern Plot (STEPP)
7/25/18,measures,Performance Measures for Statistical Learning
7/24/18,aftgee,Accelerated Failure Time Model with Generalized Estimating Equations
7/24/18,ERSA,Exploratory Regression 'Shiny' App
7/24/18,mvst,Bayesian Inference for the Multivariate Skew-t Model
7/24/18,safer,"Encrypt and Decrypt Strings, R Objects and Files"
7/24/18,sigQC,Quality Control Metrics for Gene Signatures
7/23/18,meta4diag,Meta-Analysis for Diagnostic Test Studies
7/23/18,moonBook,Functions and Datasets for the Book by Keon-Woong Moon
7/23/18,textclean,Text Cleaning Tools
7/23/18,WordR,Rendering Word Documents with R Inline Code
7/23/18,xmrr,Generate XMR Control Chart Data from Time-Series Data
7/22/18,ggiraphExtra,Make Interactive 'ggplot2'. Extension to 'ggplot2' and 'ggiraph'
7/22/18,linkspotter,Bivariate Correlations Calculation and Visualization
7/22/18,rbit,Binary Indexed Tree
7/22/18,survutils,Utility Functions for Survival Analysis
7/22/18,ztable,Zebra-Striped Tables in LaTeX and HTML Formats
7/21/18,elmNNRcpp,The Extreme Learning Machine Algorithm
7/20/18,calibrateBinary,Calibration for Computer Experiments with Binary Responses
7/20/18,lazy,Lazy Learning for Local Regression
7/20/18,MortalityGaps,The Double-Gap Life Expectancy Forecasting Model
7/20/18,POCRE,Penalized Orthogonal-Components Regression
7/20/18,spind,Spatial Methods and Indices
7/19/18,ApacheLogProcessor,Process the Apache Web Server Log Files
7/19/18,BE,Bioequivalence Study Data Analysis
7/19/18,bor,Transforming Behavioral Observation Records into Data Matrices
7/19/18,GWASinlps,Nonlocal Prior Based Iterative SNP Selection Tool for Genome-Wide Association Studies
7/19/18,happytime,Two Games to Relieve the Boredom
7/19/18,logistf,Firth's Bias-Reduced Logistic Regression
7/19/18,sdmpredictors,Species Distribution Modelling Predictor Datasets
7/19/18,tkrplot,TK Rplot
7/18/18,binhf,Haar-Fisz Functions for Binomial Data
7/18/18,binman,A Binary Download Manager
7/18/18,CliftLRD,Complex-Valued Wavelet Lifting Estimators of the Hurst Exponent for Irregularly Sampled Time Series
7/18/18,CNLTreg,Complex-Valued Wavelet Lifting for Signal Denoising
7/18/18,CNLTtsa,Complex-Valued Wavelet Lifting for Univariate and Bivariate Time Series Analysis
7/18/18,IntNMF,Integrative Clustering of Multiple Genomic Dataset
7/18/18,liftLRD,Wavelet Lifting Estimators of the Hurst Exponent for Regularly and Irregularly Sampled Time Series
7/18/18,r4lineups,Statistical Inference on Lineup Fairness
7/18/18,r511,Work with the Bay Area Transportation Commission Application Programming Interface
7/18/18,rmpw,Causal Mediation Analysis Using Weighting Approach
7/18/18,TangPoemR,Write Chinese Tang Poems
7/18/18,tatest,Two-Group Ta-Test
7/17/18,abctools,Tools for ABC Analyses
7/17/18,BioPET,Biomarker Prognostic Enrichment Tool
7/17/18,CATkit,Chronomics Analysis Toolkit (CAT): Periodicity Analysis
7/17/18,chemCal,Calibration Functions for Analytical Chemistry
7/17/18,CodeDepends,Analysis of R Code for Reproducible Research and Code Comprehension
7/17/18,dgo,Dynamic Estimation of Group-Level Opinion
7/17/18,rcorpora,A Collection of Small Text Corpora of Interesting Data
7/17/18,rmda,Risk Model Decision Analysis
7/16/18,GCalignR,Simple Peak Alignment for Gas-Chromatography Data
7/16/18,InterSIM,Simulation of Inter-Related Genomic Datasets
7/16/18,keyring,Access the System Credential Store from R
7/16/18,MSwM,Fitting Markov Switching Models
7/16/18,rFerns,Random Ferns Classifier
7/15/18,EnvStats,"Package for Environmental Statistics, Including US EPA Guidance"
7/15/18,GreedyExperimentalDesign,Greedy Experimental Design Construction
7/15/18,GreedyExperimentalDesignJARs,GreedyExperimentalDesign JARs
7/15/18,sValues,Measures of the Sturdiness of Regression Coefficients
7/14/18,splm,Econometric Models for Spatial Panel Data
7/13/18,DTWUMI,Imputation of Multivariate Time Series Based on Dynamic Time Warping
7/13/18,googlenlp,An Interface to Google's Cloud Natural Language API
7/13/18,htree,Historical Tree Ensembles for Longitudinal Data
7/13/18,ofGEM,A Meta-Analysis Approach with Filtering for Identifying Gene-Level Gene-Environment Interactions with Genetic Association Data
7/13/18,pompom,Person-Oriented Method and Perturbation on the Model
7/12/18,descomponer,Seasonal Adjustment by Frequency Analysis
7/12/18,MAGNAMWAR,A Pipeline for Meta-Genome Wide Association
7/12/18,multifluo,Dealing with Several Images of a Same Object Constituted of Different Zones
7/12/18,penalized,L1 (Lasso and Fused Lasso) and L2 (Ridge) Penalized Estimation in GLMs and in the Cox Model
7/12/18,qGaussian,The q-Gaussian Distribution
7/12/18,washeR,Time Series Outlier Detection
7/12/18,xdcclarge,Estimating a (c)DCC-GARCH Model in Large Dimensions
7/11/18,DTWBI,Imputation of Time Series Based on Dynamic Time Warping
7/11/18,dygraphs,Interface to 'Dygraphs' Interactive Time Series Charting Library
7/11/18,erah,"Automated Spectral Deconvolution, Alignment, and Metabolite Identification in GC/MS-Based Untargeted Metabolomics"
7/11/18,highriskzone,Determining and Evaluating High-Risk Zones
7/11/18,nabor,"Wraps 'libnabo', a Fast K Nearest Neighbour Library for Low Dimensions"
7/11/18,polyPK,The Pharmacokinetics (PK) of Multi-Component Drugs Using a Metabolomics Approach
7/11/18,tauturri,Get Data Out of 'Tautulli' (Formerly 'PlexPy')
7/11/18,tweet2r,"Twitter Collector for R and Export to 'SQLite', 'postGIS' and 'GIS' Format"
7/11/18,xkcd,Plotting ggplot2 Graphics in an XKCD Style
7/10/18,adlift,An Adaptive Lifting Scheme Algorithm
7/10/18,banter,BioAcoustic EveNT ClassifiER
7/10/18,cetcolor,CET Perceptually Uniform Colour Maps
7/10/18,FPCA3D,Three Dimensional Functional Component Analysis
7/10/18,imsig,Immune Cell Gene Signatures for Profiling the Microenvironment of Solid Tumours
7/10/18,netdep,Testing for Network Dependence
7/10/18,nlt,A Nondecimated Lifting Transform for Signal Denoising
7/10/18,RGeckoboard,R API for Geckoboard
7/10/18,rt.test,Robustified t-Test
7/10/18,syllabifyr,Syllabifier for CMU Dictionary Transcriptions
7/9/18,CommonJavaJars,Useful Libraries for Building a Java Based GUI under R
7/9/18,corrgram,Plot a Correlogram
7/9/18,Metrics,Evaluation Metrics for Machine Learning
7/9/18,sidier,Substitution and Indel Distances to Infer Evolutionary Relationships
7/8/18,flatxml,Tools for Working with XML Files as R Dataframes
7/8/18,sft,Functions for Systems Factorial Technology Analysis of Data
7/8/18,tuneR,Analysis of Music and Speech
7/7/18,betaboost,Boosting Beta Regression
7/7/18,jeek,A Fast and Scalable Joint Estimator for Integrating Additional Knowledge in Learning Multiple Related Sparse Gaussian Graphical Models
7/7/18,LCAextend,Latent Class Analysis (LCA) with Familial Dependence in Extended Pedigrees
7/7/18,rggobi,Interface Between R and 'GGobi'
7/7/18,SQB,Sequential Bagging on Regression
7/6/18,AcousticNDLCodeR,Coding Sound Files for Use with NDL
7/6/18,agridat,Agricultural Datasets
7/6/18,meaRtools,Micro-Electro Array (MEA) Analysis
7/5/18,alignfigR,Visualizing Multiple Sequence Alignments with 'ggplot2'
7/5/18,ExtMallows,An Extended Mallows Model and Its Hierarchical Version for Ranked Data Aggregation
7/5/18,gppm,Gaussian Process Panel Modeling
7/5/18,IntegratedMRF,Integrated Prediction using Uni-Variate and Multivariate Random Forests
7/5/18,mineCitrus,Extract and Analyze Median Molecule Intensity from 'citrus' Output
7/5/18,MMAC,Data for Mathematical Modeling and Applied Calculus
7/5/18,nmixgof,Goodness of Fit Checks for Binomial N-Mixture Models
7/5/18,peRiodiCS,Functions for Generating Periodic Curves
7/5/18,satscanMapper,'SaTScan' (TM) Results Mapper
7/5/18,scRNAtools,Single Cell RNA Sequencing Data Analysis Tools
7/5/18,survMisc,Miscellaneous Functions for Survival Data
7/4/18,epitab,Flexible Contingency Tables for Epidemiology
7/4/18,pointdensityP,Point Density for Geospatial Data
7/4/18,RcppMeCab,'rcpp' Wrapper for 'mecab' Library
7/4/18,Rrdrand,'DRNG' on Intel CPUs with the 'RdRand' Instruction for R
7/4/18,timeordered,Time-Ordered and Time-Aggregated Network Analyses
7/3/18,diffee,Fast and Scalable Learning of Sparse Changes in High-Dimensional Gaussian Graphical Model Structure
7/3/18,horizon,Horizon Search Algorithm
7/3/18,optiRum,Financial Functions & More
7/3/18,rsyslog,Interface to the 'syslog' System Logger
7/3/18,scholar,Analyse Citation Data from Google Scholar
7/3/18,scraEP,Scrape European Parliament Careers
7/2/18,ACA,Abrupt Change-Point or Aberration Detection in Point Series
7/2/18,disco,Discordance and Concordance of Transcriptomic Responses
7/2/18,rde,Reproducible Data Embedding
7/2/18,simule,A Constrained L1 Minimization Approach for Estimating Multiple Sparse Gaussian or Nonparanormal Graphical Models
7/2/18,STRMPS,Analysis of Short Tandem Repeat (STR) Massively Parallel Sequencing (MPS) Data
7/1/18,CircStats,"Circular Statistics, from ""Topics in Circular Statistics"" (2001)"
7/1/18,eChem,Simulations for Electrochemistry Experiments
7/1/18,editrules,"Parsing, Applying, and Manipulating Data Cleaning Rules"
7/1/18,GenomicMating,Efficient Breeding by Genomic Mating
7/1/18,ggrasp,Gaussian-Based Genome Representative Selector with Prioritization
7/1/18,plde,Penalized Log-Density Estimation Using Legendre Polynomials
7/1/18,SimCorrMix,Simulation of Correlated Data with Multiple Variable Types Including Continuous and Count Mixture Distributions
7/1/18,spemd,A Bi-Dimensional Implementation of the Empirical Mode Decomposition for Spatial Data
7/1/18,tippy,Add Tooltips to 'R markdown' Documents or 'Shiny' Apps
7/1/18,tropicalSparse,Sparse Tropical Algebra
6/30/18,biolink,Create Hyperlinks to Biological Databases and Resources
6/30/18,expands,Expanding Ploidy and Allele-Frequency on Nested Subpopulations
6/30/18,GuardianR,The Guardian API Wrapper
6/30/18,lmm,Linear Mixed Models
6/30/18,svMisc,SciViews - Miscellaneous Functions
6/29/18,bayesboot,An Implementation of Rubin's (1981) Bayesian Bootstrap
6/29/18,flexdashboard,R Markdown Format for Flexible Dashboards
6/29/18,googlesheets,Manage Google Spreadsheets from R
6/29/18,multicmp,Flexible Modeling of Multivariate Count Data via the Multivariate Conway-Maxwell-Poisson Distribution
6/29/18,nlcv,Nested Loop Cross Validation
6/29/18,pan,Multiple Imputation for Multivariate Panel or Clustered Data
6/29/18,svrpath,The SVR Path Algorithm
6/29/18,zooimage,Analysis of Numerical Plankton Images
6/28/18,dynOmics,Fast Fourier Transform to Identify Associations Between Time Course Omics Data
6/28/18,ropercenter,Reproducible Data Retrieval from the Roper Center Data Archive
6/28/18,SimMultiCorrData,Simulation of Correlated Data with Multiple Variable Types
6/28/18,svIDE,Functions to Ease Interactions Between R and IDE or Code Editors
6/28/18,svTools,Wrappers for Tools in Other Packages for IDE Friendliness
6/28/18,svWidgets,"Management of GUI Widgets, Windows, and Other GUI Resources"
6/27/18,BTdecayLasso,Bradley-Terry Model with Exponential Time Decayed Log-Likelihood and Adaptive Lasso
6/27/18,cbinom,Continuous Analog of a Binomial Distribution
6/27/18,clogitLasso,Sparse Conditional Logistic Regression for Matched Studies
6/27/18,CytobankAPIstats,Computes Signaling and Population Stats for Cytometry Data on Cytobank using 'CytobankAPI'
6/27/18,dineq,Decomposition of (Income) Inequality
6/27/18,dng,Distributions and Gradients
6/27/18,dotwhisker,Dot-and-Whisker Plots of Regression Results
6/27/18,NutrienTrackeR,Food Composition Information and Dietary Assessment
6/27/18,preseqR,Predicting Species Accumulation Curves
6/27/18,readbitmap,"Simple Unified Interface to Read Bitmap Images (BMP,JPEG,PNG,TIFF)"
6/26/18,backpipe,Backward Pipe (Right-to-Left) Operator
6/26/18,epanetReader,Read Epanet Files into R
6/26/18,fancycut,A Fancy Version of 'base::cut'
6/26/18,multiROC,Calculating and Visualizing ROC and PR Curves Across Multi-Class Classifications
6/26/18,otvPlots,Over Time Variable Plots
6/26/18,RcmdrPlugin.lfstat,'Rcmdr' Plug-in for Low Flow Analysis
6/26/18,sbpiper,Data Analysis Functions for 'SBpipe' Package
6/26/18,schoenberg,Tools for 12-Tone Musical Composition
6/26/18,tableMatrix,Combines 'data.table' and 'matrix' Classes
6/26/18,treeDA,Tree-Based Discriminant Analysis
6/26/18,voxel,Mass-Univariate Voxelwise Analysis of Medical Imaging Data
6/25/18,autoshiny,Automatic Transformation of an 'R' Function into a 'shiny' App
6/25/18,bizdays,Business Days Calculations and Utilities
6/25/18,catcont,"Test, Identify, Select and Mutate Categorical or Continuous Values"
6/25/18,gmodels,Various R Programming Tools for Model Fitting
6/25/18,mlf,Machine Learning Foundations
6/25/18,na.tools,Comprehensive Library for Working with Missing (NA) Values in Vectors
6/25/18,phylogram,Dendrograms for Evolutionary Analysis
6/24/18,cofeatureR,Generate Cofeature Matrices
6/24/18,DDPGPSurv,DDP-GP Survival Analysis
6/24/18,GSAfisherCombined,Gene Set Analysis with Fisher Combined Method
6/24/18,ICEinfer,Incremental Cost-Effectiveness Inference using Two Unbiased Samples
6/24/18,mosaicCore,Common Utilities for Other MOSAIC-Family Packages
6/24/18,MuChPoint,Multiple Change Point
6/24/18,nat.templatebrains,NeuroAnatomy Toolbox ('nat') Extension for Handling Template Brains
6/24/18,RGreenplum,Interface to 'Greenplum' Database
6/24/18,subrank,Computes Copula using Ranks and Subsampling
6/24/18,vsgoftest,Goodness-of-Fit Tests Based on Kullback-Leibler Divergence
6/23/18,plotROC,Generate Useful ROC Curve Charts for Print and Interactive Use
6/22/18,alr3,Data to Accompany Applied Linear Regression 3rd Edition
6/22/18,mcmcplots,Create Plots from MCMC Output
6/22/18,RcmdrPlugin.temis,Graphical Integrated Text Mining Solution
6/21/18,iilasso,Independently Interpretable Lasso
6/21/18,sigmoid,Sigmoid Functions for Machine Learning
6/21/18,thinkr,Tools for Cleaning Up Messy Files
6/21/18,TSPred,Functions for Benchmarking Time Series Prediction
6/20/18,vertexenum,Vertex Enumeration of Polytopes
6/19/18,adwordsR,Access the 'Google Adwords' API
6/19/18,careless,Procedures for Computing Indices of Careless Responding
6/19/18,centralplot,Show the Strength of Relationships Between Centre and Peripheral Items
6/19/18,cstab,Selection of Number of Clusters via Normalized Clustering Instability
6/19/18,DPtree,Dirichlet-Based Polya Tree
6/19/18,groupICA,Independent Component Analysis for Grouped Data
6/19/18,Mcomp,Data from the M-Competitions
6/19/18,prodest,Production Function Estimation
6/19/18,PRROC,Precision-Recall and ROC Curves for Weighted and Unweighted Data
6/19/18,RepoGenerator,Generates a Project and Repo for Easy Initialization of a Workshop
6/18/18,ahnr,An Implementation of the Artificial Hydrocarbon Networks
6/18/18,bayeslm,Efficient Sampling for Gaussian Linear Regression with Arbitrary Priors
6/18/18,causalsens,Selection Bias Approach to Sensitivity Analysis for Causal Effects
6/18/18,choiceDes,Design Functions for Choice Studies
6/18/18,CircularDDM,Circular Drift-Diffusion Model
6/18/18,designmatch,Matched Samples that are Balanced and Representative by Design
6/18/18,dragonking,Statistical Tools to Identify Dragon Kings
6/18/18,geeM,Solve Generalized Estimating Equations
6/18/18,IAPWS95,Thermophysical Properties of Water and Steam
6/18/18,MetaComp,EDGE Taxonomy Assignments Visualization
6/18/18,rdryad,Access for Dryad Web Services
6/17/18,dragulaR,Drag and Drop Elements in 'Shiny' using 'Dragula Javascript Library'
6/17/18,fuser,Fused Lasso for High-Dimensional Regression over Groups
6/17/18,iplots,iPlots - interactive graphics for R
6/17/18,refinr,Cluster and Merge Similar Values Within a Character Vector
6/17/18,statprograms,Graduate Statistics Program Datasets
6/17/18,walrus,Robust Statistical Methods
6/16/18,sads,Maximum Likelihood Models for Species Abundance Distributions
6/15/18,distfree.cr,Distribution-Free Confidence Region
6/15/18,hddplot,Use Known Groups in High-Dimensional Data to Derive Scores for Plots
6/15/18,IntervalSurgeon,Operating on Integer-Bounded Intervals
6/15/18,loder,Dependency-Free Access to PNG Image Files
6/15/18,mcen,Multivariate Cluster Elastic Net
6/15/18,RcppEigenAD,"Compiles 'C++' Code using 'Rcpp', 'Eigen' and 'CppAD' to Produce First and Second Order Partial Derivatives"
6/15/18,simIReff,Stochastic Simulation for Information Retrieval Evaluation: Effectiveness Scores
6/15/18,SLIDE,Single Cell Linkage by Distance Estimation is SLIDE
6/15/18,sssc,Same Species Sample Contamination Detection
6/14/18,jaccard,Test Similarity Between Binary Data using Jaccard/Tanimoto Coefficients
6/14/18,lue,Light Use Efficiency Model to Estimate Biomass and YIELD with and Without Vapour Pressure Deficit
6/14/18,mixor,Mixed-Effects Ordinal Regression Analysis
6/14/18,nparMD,Nonparametric Analysis of Multivariate Data in Factorial Designs
6/14/18,qpcR,Modelling and Analysis of Real-Time PCR Data
6/14/18,splines2,Regression Spline Functions and Classes
6/14/18,tree.bins,Recategorization of Factor Variables by Decision Tree Leaves
6/14/18,tuckerR.mmgg,Three-Mode Principal Components Analysis
6/13/18,bshazard,Nonparametric Smoothing of the Hazard Function
6/13/18,dlm,Bayesian and Likelihood Analysis of Dynamic Linear Models
6/13/18,driftR,Drift Correcting Water Quality Data
6/13/18,IATanalytics,Compute Effect Sizes and Reliability for Implicit Association Test (IAT) Data
6/13/18,iTOP,Inferring the Topology of Omics Data
6/13/18,PAS,Polygenic Analysis System (PAS)
6/13/18,ROpenDota,Access OpenDota Services in R
6/13/18,sensitivitymv,Sensitivity Analysis in Observational Studies
6/12/18,CGP,Composite Gaussian Process Models
6/12/18,ggseas,'stats' for Seasonal Adjustment on the Fly with 'ggplot2'
6/12/18,hett,Heteroscedastic t-Regression
6/12/18,iRepro,Reproducibility for Interval-Censored Data
6/12/18,lestat,A Package for Learning Statistics
6/12/18,linpk,Generate Concentration-Time Profiles from Linear PK Systems
6/12/18,lpridge,Local Polynomial (Ridge) Regression
6/12/18,munsell,Utilities for Using Munsell Colours
6/12/18,NetRep,Permutation Testing Network Module Preservation Across Datasets
6/12/18,spectralAnalysis,"Pre-Process, Visualize and Analyse Process Analytical Data, by Spectral Data Measurements Made During a Chemical Process"
6/12/18,tightClust,Tight Clustering
6/12/18,tuts,Time Uncertain Time Series Analysis
6/11/18,gamlss.cens,Fitting an Interval Response Variable Using ‘gamlss.family’ Distributions
6/11/18,ompr,Model and Solve Mixed Integer Linear Programs
6/11/18,ompr.roi,A Solver for 'ompr' that Uses the R Optimization Infrastructure ('ROI')
6/11/18,PlasmaMutationDetector,Tumor Mutation Detection in Plasma
6/11/18,PPforest,Projection Pursuit Classification Forest
6/10/18,CMLS,Constrained Multivariate Least Squares
6/10/18,inplace,In-place Operators for R
6/10/18,mvMISE,A General Framework of Multivariate Mixed-Effects Selection Models
6/10/18,RcppZiggurat,"'Rcpp' Integration of Different ""Ziggurat"" Normal RNG Implementations"
6/9/18,Libra,Linearized Bregman Algorithms for Generalized Linear Models
6/9/18,RcppDE,Global Optimization by Differential Evolution in C++
6/8/18,boxplotdbl,Double Box Plot for Two-Axes Correlation
6/8/18,diaplt,Beads Summary Plot of Ranges
6/8/18,elliplot,Ellipse Summary Plot of Quantiles
6/8/18,fitDRC,Fitting Density Ratio Classes
6/8/18,LSAmitR,"Daten, Beispiele und Funktionen zu 'Large-Scale Assessment mit R'"
6/8/18,rjson,JSON for R
6/8/18,TunePareto,Multi-Objective Parameter Tuning for Classifiers
6/7/18,briskaR,Biological Risk Assessment
6/7/18,fastcluster,Fast Hierarchical Clustering Routines for R and 'Python'
6/7/18,gnFit,Goodness of Fit Test for Continuous Distribution Functions
6/7/18,LPmerge,Merging Linkage Maps by Linear Programming
6/7/18,mixR,Finite Mixture Modeling for Raw and Binned Data
6/7/18,pcse,Panel-Corrected Standard Error Estimation in R
6/7/18,RegularizedSCA,Regularized Simultaneous Component Based Data Integration
6/7/18,ScottKnott,The ScottKnott Clustering Algorithm
6/7/18,sievetest,Laboratory Sieve Test Reporting Functions
6/7/18,tabulizer,Bindings for 'Tabula' PDF Table Extractor Library
6/7/18,tigreBrowserWriter,'tigreBrowser' Database Writer
6/7/18,wikilake,Scrape Lake Metadata Tables from Wikipedia
6/6/18,BICORN,Integrative Inference of De Novo Cis-Regulatory Modules
6/6/18,bjscrapeR,An API Wrapper for the Bureau of Justice Statistics (BJS)
6/6/18,CREAM,Clustering of Genomic Regions Analysis Method
6/6/18,pds3,Manipulate PDS3 ODL Files
6/6/18,sambia,A Collection of Techniques Correcting for Sample Selection Bias
6/5/18,cdlTools,Tools to Download and Work with USDA Cropscape Data
6/5/18,Dodge,Acceptance Sampling Ideas Originated by H.F. Dodge
6/5/18,nsprcomp,Non-Negative and Sparse PCA
6/5/18,PLordprob,Multivariate Ordered Probit Model via Pairwise Likelihood
6/5/18,plumber,An API Generator for R
6/5/18,powerCompRisk,Power Analysis Tool for Joint Testing Hazards with Competing Risks Data
6/5/18,RcppRoll,Efficient Rolling / Windowed Operations
6/5/18,seroincidence,Estimating Infection Rates from Serological Data
6/5/18,Tcomp,Data from the 2010 Tourism Forecasting Competition
6/4/18,beepr,Easily Play Notification Sounds on any Platform
6/4/18,bootRes,Bootstrapped Response and Correlation Functions
6/4/18,CVglasso,Lasso Penalized Precision Matrix Estimation
6/4/18,mixdist,Finite Mixture Distribution Models
6/4/18,pkr,Pharmacokinetics in R
6/4/18,rcane,Different Numeric Optimizations to Estimate Parameter Coefficients
6/4/18,RmarineHeatWaves,Detect Marine Heat Waves and Marine Cold Spells
6/4/18,rres,Realized Relatedness Estimation and Simulation
6/4/18,rwc,Random Walk Covariance Models
6/4/18,wISAM,Weighted Inbred Strain Association Mapping
6/3/18,cardidates,Identification of Cardinal Dates in Ecological Time Series
6/3/18,ibmdbR,IBM in-Database Analytics for R
6/3/18,quickmapr,Quickly Map and Explore Spatial Data
6/2/18,PairedData,Paired Data Analysis
6/2/18,seas,"Seasonal Analysis and Graphics, Especially for Climatology"
6/2/18,sparseSVM,Solution Paths of Sparse High-Dimensional Support Vector Machine with Lasso or Elastic-Net Regularization
6/2/18,SpatialEpi,Methods and Data for Spatial Epidemiology
6/1/18,ccdrAlgorithm,CCDr Algorithm for Learning Sparse Gaussian Bayesian Networks
6/1/18,fso,Fuzzy Set Ordination
6/1/18,nitrcbot,Download Image Files from the 'NeuroImaging Tools and Resources Collaboratory'
6/1/18,odds.converter,Betting Odds Conversion
6/1/18,RNentropy,Entropy Based Method for the Detection of Significant Variation in Gene Expression Data
6/1/18,WaveletArima,Wavelet ARIMA Model
5/31/18,CBT,Confidence Bound Target Algorithm
